time,value
2007-01-01,-4.807176074247646
2007-01-02,-4.801573971322512
2007-01-03,-4.790373161177977
2007-01-04,-4.773573646120592
2007-01-05,-4.7511754216163435
2007-01-06,-4.723178489524623
2007-01-07,-4.689582850752711
2007-01-08,-4.246960847264663
2007-01-09,-3.3953124791020395
2007-01-10,86.41029626304646
2007-01-11,-0.46493663904925686
2007-01-12,1.6137908267725098
2007-01-13,4.101544659032089
2007-01-14,6.99832486107347
2007-01-15,9.41422009289375
2007-01-16,11.349230357343298
2007-01-17,12.803355652801578
2007-01-18,13.77659597708303
2007-01-19,14.268951333988948
2007-01-20,14.280421724747363
2007-01-21,13.811007144233038
2007-01-22,13.36934923365148
2007-01-23,12.955447993378272
2007-01-24,12.56930342363486
2007-01-25,12.210915524379661
2007-01-26,11.880284293702829
2007-01-27,11.57740973317571
2007-01-28,11.302291843913132
2007-01-29,11.427854734071873
2007-01-30,11.95409840561294
2007-01-31,12.88102285872761
2007-02-01,14.208628092228349
2007-02-02,15.909858000073537
2007-02-03,17.98471258597879
2007-02-04,20.433191847225295
2007-02-05,21.208342185728803
2007-02-06,20.310163603042447
2007-02-07,17.73865610202768
2007-02-08,13.493819678854948
2007-02-09,7.5756543363361
2007-02-10,-0.01583993023097996
2007-02-11,85.37081806035475
2007-02-12,-15.88286362253966
2007-02-13,-19.822441440633867
2007-02-14,-21.099396576514607
2007-02-15,-19.713729027412537
2007-02-16,-15.665438794510887
2007-02-17,105.54323361555818
2007-02-18,0.4190097271906179
2007-02-19,7.82074484506419
2007-02-20,13.250679479815627
2007-02-21,16.708813629696692
2007-02-22,18.19514729421304
2007-02-23,17.709680479353366
2007-02-24,15.25241317933935
2007-02-25,10.823345396031105
2007-02-26,7.9990974832851585
2007-02-27,6.779669438849114
2007-02-28,7.165061264132156
2007-03-01,9.155272960607533
2007-03-02,12.78256774619318
2007-03-03,18.046945625669544
2007-03-04,24.948406602047854
2007-03-05,29.91723993278452
2007-03-06,32.953445629447295
2007-03-07,34.0570236861233
2007-03-08,33.22797410276529
2007-03-09,30.466296884132355
2007-03-10,133.24722226527368
2007-03-11,19.14505952710524
2007-03-12,13.290084234926397
2007-03-13,8.207066147222966
2007-03-14,3.89600526478673
2007-03-15,0.3569015840322294
2007-03-16,-2.4102448913109455
2007-03-17,-4.4054341608018674
2007-03-18,-5.628666229741775
2007-03-19,-6.385943112693548
2007-03-20,-6.677264814181628
2007-03-21,-6.502631332394637
2007-03-22,-5.862042665346335
2007-03-23,-4.755498812942804
2007-03-24,61.95350339880051
2007-03-25,-1.144545561637381
2007-03-26,0.592375669870588
2007-03-27,2.027763913646165
2007-03-28,3.1616191701633554
2007-03-29,3.9939414397603983
2007-03-30,4.524730721861843
2007-03-31,4.7539870168042455
2007-04-01,4.6817103262612605
2007-04-02,4.307319144940909
2007-04-03,3.6308134710113436
2007-04-04,2.6521933080823814
2007-04-05,1.3714586538044138
2007-04-06,-0.21139049040616698
2007-04-07,-2.096354126279893
2007-04-08,-4.283432253653945
2007-04-09,-4.769530044587798
2007-04-10,-3.5546474969334483
2007-04-11,-0.6387846163353643
2007-04-12,3.9780586020223865
2007-04-13,10.295882159808873
2007-04-14,18.31468605446673
2007-04-15,69.47175467747236
2007-04-16,35.031760893914814
2007-04-17,39.30655786938719
2007-04-18,40.858861218728364
2007-04-19,39.688670939430764
2007-04-20,35.79598703487425
2007-04-21,29.180809498551795
2007-04-22,19.84313833532056
2007-04-23,12.56152663557571
2007-04-24,7.335974395750981
2007-04-25,4.166481620020438
2007-04-26,3.0530483076978943
2007-04-27,3.995674454651729
2007-04-28,6.994360064715011
2007-04-29,45.635114584212985
2007-04-30,66.3253737090678
2007-05-01,18.686123254513035
2007-05-02,20.189429342577075
2007-05-03,20.45627779650508
2007-05-04,19.48666861983189
2007-05-05,17.280601810729852
2007-05-06,13.83807736589964
2007-05-07,11.129514831962751
2007-05-08,57.1591600374351
2007-05-09,7.914275496116936
2007-05-10,7.4075986925749016
2007-05-11,7.6348837999455625
2007-05-12,8.596130817055288
2007-05-13,10.291339743657634
2007-05-14,12.205711737209953
2007-05-15,14.33924679914636
2007-05-16,16.691944931151824
2007-05-17,19.26380612860815
2007-05-18,22.054830395875882
2007-05-19,25.06501773271022
2007-05-20,28.294368136828375
2007-05-21,30.411305193113666
2007-05-22,31.4158288943517
2007-05-23,68.86320435901101
2007-05-24,30.08763624595597
2007-05-25,27.754919894486513
2007-05-26,24.309790190636974
2007-05-27,19.752247135837685
2007-05-28,15.858223587306252
2007-05-29,12.627719539590819
2007-05-30,10.060734995957688
2007-05-31,8.157269955724109
2007-06-01,6.917324418295202
2007-06-02,6.445502596018857
2007-06-03,6.7418044895702565
2007-06-04,6.900920880369286
2007-06-05,6.922851773378023
2007-06-06,6.807597166802646
2007-06-07,6.555157061824618
2007-06-08,6.165531456476279
2007-06-09,5.638720351641432
2007-06-10,4.974723745249117
2007-06-11,4.435730166558743
2007-06-12,4.021739609790314
2007-06-13,3.7327520808709718
2007-06-14,3.5687675745213987
2007-06-15,3.5297860908598384
2007-06-16,3.6158076348218415
2007-06-17,3.826832201190115
2007-06-18,3.986641342003864
2007-06-19,4.095235061258272
2007-06-20,4.152613357066269
2007-06-21,4.15877622866234
2007-06-22,4.113723673152647
2007-06-23,4.017455696145484
2007-06-24,3.8699722965318593
2007-06-25,4.135986048186011
2007-06-26,4.815496949266983
2007-06-27,5.908505003913993
2007-06-28,7.415010208580572
2007-06-29,9.335012566738461
2007-06-30,11.668512078407629
2007-07-01,14.415508739348505
