time,value
2007-01-01,-1.0499042012710451
2007-01-02,-0.8239614195453426
2007-01-03,-0.8894992838821393
2007-01-04,-0.8508042169872015
2007-01-05,-0.8125435928327172
2007-01-06,-0.8478049439299739
2007-01-07,-1.1576945804275853
2007-01-08,-0.14175225020722285
2007-01-09,-1.0247942611619325
2007-01-10,-1.0652980208092013
2007-01-11,-0.9936149545038739
2007-01-12,-0.9146086719698456
2007-01-13,-0.9689290897558284
2007-01-14,-1.1559372391948475
2007-01-15,-1.0130886235193173
2007-01-16,-0.934914141128263
2007-01-17,-0.9434387749056758
2007-01-18,-0.8482370025025284
2007-01-19,-0.7544725967515329
2007-01-20,-0.8030843405936273
2007-01-21,-0.993704417960112
2007-01-22,-0.7326996029043947
2007-01-23,-0.8056239064353765
2007-01-24,-0.8438824748969659
2007-01-25,-0.1521836553016811
2007-01-26,-0.7416437924917906
2007-01-27,-0.8474215572226944
2007-01-28,-1.1044533907677614
2007-01-29,-1.0240903281832705
2007-01-30,-1.0010206568525122
2007-01-31,-1.0573543622413968
2007-02-01,-0.9158325742045337
2007-02-02,-0.7378695056491926
2007-02-03,-1.008184029633286
2007-02-04,-1.2086173509632776
2007-02-05,-1.0110526718708341
2007-02-06,-1.0861079626271646
2007-02-07,-0.8321007301973816
2007-02-08,-0.8390342751418431
2007-02-09,-1.2302770663398899
2007-02-10,-1.4331673559026679
2007-02-11,-1.8004967955757203
2007-02-12,-1.4138007544477738
2007-02-13,-1.7280251424745525
2007-02-14,-1.7042863038681055
2007-02-15,0.38713874520614916
2007-02-16,-1.2361927805270985
2007-02-17,-1.0372512251495862
2007-02-18,-0.9078408879721774
2007-02-19,-0.5290645012988601
2007-02-20,-0.2953097055277772
2007-02-21,-0.2284390489065876
2007-02-22,0.11335499408118094
2007-02-23,-0.12851408901199438
2007-02-24,-0.34117542655707994
2007-02-25,-0.7752639344396574
2007-02-26,-0.8432707557196323
2007-02-27,-0.9397466593845372
2007-02-28,-1.0189697103042186
2007-03-01,-0.8494709586541882
2007-03-02,-1.0704473340331093
2007-03-03,-1.0077371146503569
2007-03-04,-1.3146422873060275
2007-03-05,-0.39961573977406606
2007-03-06,-1.1136818539869722
2007-03-07,-1.0911975866760921
2007-03-08,-0.2258470438390232
2007-03-09,0.5133696204725836
2007-03-10,-0.6125217937867693
2007-03-11,-0.6844719348517311
2007-03-12,-0.6804275994228969
2007-03-13,-0.5779805873585645
2007-03-14,-0.41359979309145156
2007-03-15,-0.5312727939600586
2007-03-16,-0.5012787043218585
2007-03-17,-0.6424498490414832
2007-03-18,-0.8272690675026837
2007-03-19,-0.43498472988247217
2007-03-20,-0.861175016262129
2007-03-21,-0.8727983295878354
2007-03-22,-0.09982577347419529
2007-03-23,-0.5667091036109009
2007-03-24,-0.49445476977125674
2007-03-25,-0.5222118834451359
2007-03-26,-0.2738987569423168
2007-03-27,-0.14391254447041085
2007-03-28,-0.10809455988839457
2007-03-29,-0.1139308275559709
2007-03-30,-0.07881382919935029
2007-03-31,-0.19299200061607416
2007-04-01,0.30295342511416196
2007-04-02,-0.7860178489437787
2007-04-03,-0.8631634048361075
2007-04-04,-0.995968135783605
2007-04-05,-0.9939985876763915
2007-04-06,-0.9623900968775736
2007-04-07,-1.0420335789893667
2007-04-08,-1.2324953630185347
2007-04-09,-0.8086337150943006
2007-04-10,-1.01357749784996
2007-04-11,-1.02095276492349
2007-04-12,-0.8435395717670984
2007-04-13,-0.6758115840010225
2007-04-14,-0.6973528886153164
2007-04-15,-1.0521001352092065
2007-04-16,-0.9158869700734806
2007-04-17,-0.6792755763370432
2007-04-18,-0.40492543153825566
2007-04-19,-0.8315696064855285
2007-04-20,-0.5786825289604984
2007-04-21,-0.8894898883381418
2007-04-22,-1.1458079289957368
2007-04-23,-0.008459343902988173
2007-04-24,-1.0223546494301243
2007-04-25,-0.9448137919742832
2007-04-26,-0.977276887847214
2007-04-27,-0.8826398476898064
2007-04-28,-0.7519803240709173
2007-04-29,-1.0749938246755224
2007-04-30,-0.9186167004000193
2007-05-01,0.5627086265744182
2007-05-02,-0.867966502849341
2007-05-03,-0.8098617712262205
2007-05-04,-0.7711511998588249
2007-05-05,0.12878351047000497
2007-05-06,-0.5327678125571409
2007-05-07,-1.03148044301408
2007-05-08,-0.9076979941480048
2007-05-09,-0.9380024573016719
2007-05-10,-0.6804698126938353
2007-05-11,-0.4797117578337301
2007-05-12,1.2924254556161332
2007-05-13,-0.24379191612795423
2007-05-14,0.16070265433078654
2007-05-15,0.2574955778641915
2007-05-16,0.29768916380599303
2007-05-17,1.1789965477945987
2007-05-18,1.566978171502368
2007-05-19,-0.005165944766618129
2007-05-20,-0.3336409337537276
2007-05-21,-0.610293787802139
2007-05-22,-0.7529010086319804
2007-05-23,-0.9424059904101902
2007-05-24,-0.24589204168852047
2007-05-25,-0.9957901216544354
2007-05-26,-0.9529167374928331
2007-05-27,-1.1327849669358576
2007-05-28,-1.479954475788323
2007-05-29,-0.9900791516405317
2007-05-30,-0.9898079437260436
2007-05-31,-0.7933658597836092
2007-06-01,-0.18873475976978524
2007-06-02,-0.44642000059199166
2007-06-03,-0.43168901959515105
2007-06-04,-0.10464669717049217
2007-06-05,0.16917086132520961
2007-06-06,0.4931822993658632
2007-06-07,-0.13908168575291308
2007-06-08,-0.18695251223666448
2007-06-09,0.015576400607383934
2007-06-10,-0.4806443872550971
2007-06-11,-1.0875718552159095
2007-06-12,-1.331520285225976
2007-06-13,-0.878060316387101
2007-06-14,-1.5412849728005236
2007-06-15,-1.4332737732814222
