id,time,value
trend,2007-01-01,47.6853814545432
trend,2007-01-02,47.68181154357856
trend,2007-01-03,47.67824163261393
trend,2007-01-04,47.674671721649304
trend,2007-01-05,47.67110181068467
trend,2007-01-06,47.66753189972004
trend,2007-01-07,47.6639619887554
trend,2007-01-08,47.66039207779078
trend,2007-01-09,47.656822166826146
trend,2007-01-10,47.65325225586151
trend,2007-01-11,47.64968234489688
trend,2007-01-12,47.646112433932245
trend,2007-01-13,47.642542522967624
trend,2007-01-14,47.63897261200299
trend,2007-01-15,47.63540270103835
trend,2007-01-16,47.63183279007372
trend,2007-01-17,47.628262879109094
trend,2007-01-18,47.624692968144466
trend,2007-01-19,47.62112305717983
trend,2007-01-20,47.6175531462152
trend,2007-01-21,47.61398323525057
trend,2007-01-22,47.610413324285936
trend,2007-01-23,47.60684341332131
trend,2007-01-24,47.60327350235667
trend,2007-01-25,47.59970359139204
trend,2007-01-26,47.596133680427414
trend,2007-01-27,47.59256376946278
trend,2007-01-28,47.58899385849815
trend,2007-01-29,47.58542394753351
trend,2007-01-30,47.58185403656889
trend,2007-01-31,47.578284125604256
trend,2007-02-01,47.57471421463962
trend,2007-02-02,47.57114430367499
trend,2007-02-03,47.567574392710355
trend,2007-02-04,47.564004481745734
trend,2007-02-05,47.5604345707811
trend,2007-02-06,47.55686465981647
trend,2007-02-07,47.55329474885183
trend,2007-02-08,47.549724837887204
trend,2007-02-09,47.546154926922576
trend,2007-02-10,47.54258501595794
trend,2007-02-11,47.53901510499331
trend,2007-02-12,47.535445194028675
trend,2007-02-13,47.531875283064046
trend,2007-02-14,47.52830537209942
trend,2007-02-15,47.52473546113478
trend,2007-02-16,47.52116555017015
trend,2007-02-17,47.517595639205524
trend,2007-02-18,47.51402572824089
trend,2007-02-19,47.51045581727626
trend,2007-02-20,47.506885906311624
trend,2007-02-21,47.503315995346995
trend,2007-02-22,47.499746084382366
trend,2007-02-23,47.49617617341773
trend,2007-02-24,47.4926062624531
trend,2007-02-25,47.489036351488465
trend,2007-02-26,47.485466440523844
trend,2007-02-27,47.48189652955921
trend,2007-02-28,47.47832661859458
trend,2007-03-01,47.47475670762994
trend,2007-03-02,47.471186796665314
trend,2007-03-03,47.467616885700686
trend,2007-03-04,47.46404697473605
trend,2007-03-05,47.46047706377142
trend,2007-03-06,47.456907152806785
trend,2007-03-07,47.453337241842156
trend,2007-03-08,47.44976733087753
trend,2007-03-09,47.44619741991289
trend,2007-03-10,47.44262750894826
trend,2007-03-11,47.439057597983634
trend,2007-03-12,47.435487687019
trend,2007-03-13,47.43191777605437
trend,2007-03-14,47.428347865089734
trend,2007-03-15,47.424777954125105
trend,2007-03-16,47.421208043160476
trend,2007-03-17,47.41763813219585
trend,2007-03-18,47.41406822123121
trend,2007-03-19,47.410498310266576
trend,2007-03-20,47.406928399301954
trend,2007-03-21,47.40335848833732
trend,2007-03-22,47.39978857737269
trend,2007-03-23,47.39621866640805
trend,2007-03-24,47.39264875544342
trend,2007-03-25,47.389078844478796
trend,2007-03-26,47.38550893351416
trend,2007-03-27,47.38193902254953
trend,2007-03-28,47.378369111584895
trend,2007-03-29,47.37479920062027
trend,2007-03-30,47.37122928965564
trend,2007-03-31,47.367659378691
trend,2007-04-01,47.36408946772637
trend,2007-04-02,47.360519556761744
trend,2007-04-03,47.356949645797116
trend,2007-04-04,47.35337973483248
trend,2007-04-05,47.349809823867844
trend,2007-04-06,47.346239912903215
trend,2007-04-07,47.342670001938586
trend,2007-04-08,47.33910009097396
trend,2007-04-09,47.33553018000932
trend,2007-04-10,47.331960269044686
trend,2007-04-11,47.328390358080064
trend,2007-04-12,47.32482044711543
trend,2007-04-13,47.3212505361508
trend,2007-04-14,47.31768062518616
trend,2007-04-15,47.31411071422153
trend,2007-04-16,47.310540803256906
trend,2007-04-17,47.30697089229227
trend,2007-04-18,47.30340098132764
trend,2007-04-19,47.299831070363005
trend,2007-04-20,47.296261159398384
trend,2007-04-21,47.29269124843375
trend,2007-04-22,47.28912133746911
trend,2007-04-23,47.28555142650448
trend,2007-04-24,47.28198151553985
trend,2007-04-25,47.278411604575226
trend,2007-04-26,47.27484169361059
trend,2007-04-27,47.271271782645954
trend,2007-04-28,47.267701871681325
trend,2007-04-29,47.264131960716696
trend,2007-04-30,47.26056204975207
trend,2007-05-01,47.25699213878743
trend,2007-05-02,47.253422227822796
trend,2007-05-03,47.24985231685817
trend,2007-05-04,47.24628240589354
trend,2007-05-05,47.24271249492891
trend,2007-05-06,47.239142583964274
trend,2007-05-07,47.235572672999645
trend,2007-05-08,47.232002762035016
trend,2007-05-09,47.22843285107038
trend,2007-05-10,47.22486294010575
trend,2007-05-11,47.221293029141115
trend,2007-05-12,47.217723118176494
trend,2007-05-13,47.21415320721186
trend,2007-05-14,47.21058329624722
trend,2007-05-15,47.20701338528259
trend,2007-05-16,47.20344347431796
trend,2007-05-17,47.199873563353336
trend,2007-05-18,47.1963036523887
trend,2007-05-19,47.192733741424064
trend,2007-05-20,47.189163830459435
trend,2007-05-21,47.185593919494806
trend,2007-05-22,47.18202400853018
trend,2007-05-23,47.17845409756554
trend,2007-05-24,47.174884186600906
trend,2007-05-25,47.17131427563628
trend,2007-05-26,47.16774436467165
trend,2007-05-27,47.16417445370702
trend,2007-05-28,47.160604542742384
trend,2007-05-29,47.157034631777755
trend,2007-05-30,47.153464720813126
trend,2007-05-31,47.14989480984849
trend,2007-06-01,47.14632489888386
trend,2007-06-02,47.142754987919226
trend,2007-06-03,47.1391850769546
trend,2007-06-04,47.13561516598997
trend,2007-06-05,47.13204525502533
trend,2007-06-06,47.1284753440607
trend,2007-06-07,47.12490543309607
trend,2007-06-08,47.121335522131446
trend,2007-06-09,47.11776561116681
trend,2007-06-10,47.114195700202174
trend,2007-06-11,47.110625789237545
trend,2007-06-12,47.10705587827291
trend,2007-06-13,47.10348596730829
trend,2007-06-14,47.09991605634365
trend,2007-06-15,47.09634614537902
trend,2007-06-16,47.09277623441439
trend,2007-06-17,47.08920632344976
trend,2007-06-18,47.08563641248513
trend,2007-06-19,47.082066501520494
trend,2007-06-20,47.078496590555865
trend,2007-06-21,47.074926679591236
trend,2007-06-22,47.0713567686266
trend,2007-06-23,47.06778685766197
trend,2007-06-24,47.064216946697336
trend,2007-06-25,47.06064703573271
trend,2007-06-26,47.05707712476808
trend,2007-06-27,47.05350721380344
trend,2007-06-28,47.04993730283881
trend,2007-06-29,47.046367369306644
trend,2007-06-30,47.04279743577448
trend,2007-07-01,47.03922750224231
trend,2007-07-02,47.035657568710135
trend,2007-07-03,47.03208763517797
trend,2007-07-04,47.028517701645804
trend,2007-07-05,47.024947768113634
trend,2007-07-06,47.02137783458147
trend,2007-07-07,47.0178079010493
trend,2007-07-08,47.01423796751714
trend,2007-07-09,47.01066803398497
trend,2007-07-10,47.007098100452794
trend,2007-07-11,47.00352816692063
trend,2007-07-12,46.99995823338846
trend,2007-07-13,46.99638829985629
trend,2007-07-14,46.99281836632413
trend,2007-07-15,46.98924843279196
trend,2007-07-16,46.98567849925979
trend,2007-07-17,46.98210856572763
trend,2007-07-18,46.97853863219545
trend,2007-07-19,46.97496869866328
trend,2007-07-20,46.97139876513112
trend,2007-07-21,46.96782883159895
trend,2007-07-22,46.96425889806678
trend,2007-07-23,46.96068896453462
trend,2007-07-24,46.95711903100245
trend,2007-07-25,46.95354909747029
trend,2007-07-26,46.94997916393812
trend,2007-07-27,46.94640923040594
trend,2007-07-28,46.94283929687378
trend,2007-07-29,46.93926936334161
trend,2007-07-30,46.93569942980944
trend,2007-07-31,46.93212949627728
trend,2007-08-01,46.92855956274511
trend,2007-08-02,46.92498962921294
trend,2007-08-03,46.921419695680775
trend,2007-08-04,46.9178497621486
trend,2007-08-05,46.91427982861643
trend,2007-08-06,46.91070989508427
trend,2007-08-07,46.9071399615521
trend,2007-08-08,46.90357002801993
trend,2007-08-09,46.900000094487766
trend,2007-08-10,46.896430160955596
trend,2007-08-11,46.892860227423434
trend,2007-08-12,46.88929029389126
trend,2007-08-13,46.88572036035909
trend,2007-08-14,46.882150426826925
