time,value,n
2006-01-01,10.054455445544562,202
2006-02-01,6.933168316831685,404
2006-03-01,6.826732673267329,404
2006-04-01,9.190594059405939,404
2006-05-01,5.581683168316831,404
2006-06-01,9.277227722772272,404
2006-07-01,9.826732673267326,404
2006-08-01,8.757425742574265,404
2006-09-01,17.217821782178206,404
2006-10-01,25.83415841584156,404
2006-11-01,16.492574257425748,404
2006-12-01,25.824257425742584,404
2007-01-01,12.126213592233013,412
2007-02-01,14.976190476190478,420
2007-03-01,12.919239904988121,421
2007-04-01,10.931279620853076,422
2007-05-01,13.926713947990534,423
2007-06-01,12.856132075471711,424
2007-07-01,11.752941176470605,425
2007-08-01,13.12910798122066,426
2007-09-01,12.248243559718972,427
2007-10-01,15.560747663551407,428
2007-11-01,22.6806526806527,429
2007-12-01,23.637209302325594,430
2008-01-01,18.151162790697665,430
2008-02-01,17.21162790697675,430
2008-03-01,18.99302325581395,430
2008-04-01,16.320930232558148,430
2008-05-01,14.662790697674412,430
2008-06-01,16.825581395348845,430
2008-07-01,15.225581395348836,430
2008-08-01,15.209302325581389,430
2008-09-01,22.988372093023234,430
2008-10-01,25.844186046511638,430
2008-11-01,23.341860465116273,430
2008-12-01,51.07674418604651,430
2009-01-01,22.118604651162784,430
2009-02-01,21.941860465116292,430
2009-03-01,22.3581395348837,430
2009-04-01,25.99999999999998,430
2009-05-01,32.08837209302325,430
2009-06-01,32.52558139534882,430
2009-07-01,27.076744186046508,430
2009-08-01,43.17209302325582,430
2009-09-01,43.716279069767424,430
2009-10-01,80.22790697674422,430
2009-11-01,42.22558139534884,430
2009-12-01,61.86279069767442,430
2010-01-01,34.14651162790699,430
2010-02-01,31.520930232558143,430
2010-03-01,31.13023255813952,430
2010-04-01,30.097674418604665,430
2010-05-01,40.11627906976745,430
2010-06-01,36.967441860465094,430
2010-07-01,32.16511627906974,430
2010-08-01,30.774418604651167,430
2010-09-01,40.488372093023244,430
2010-10-01,42.32325581395348,430
2010-11-01,45.36046511627905,430
2010-12-01,42.69767441860465,430
2011-01-01,23.995348837209296,430
2011-02-01,29.80232558139536,430
2011-03-01,28.42790697674418,430
2011-04-01,23.667441860465104,430
2011-05-01,24.23488372093024,430
2011-06-01,38.11860465116279,430
2011-07-01,33.99069767441862,430
2011-08-01,29.320930232558148,430
2011-09-01,34.82558139534885,430
2011-10-01,40.96046511627907,430
2011-11-01,54.12790697674419,430
2011-12-01,66.75581395348838,430
2012-01-01,44.87906976744186,430
2012-02-01,41.52790697674423,430
2012-03-01,43.37209302325582,430
2012-04-01,38.40930232558144,430
2012-05-01,36.18139534883722,430
2012-06-01,46.62558139534884,430
2012-07-01,51.806976744186066,430
2012-08-01,46.355813953488365,430
2012-09-01,43.23720930232559,430
2012-10-01,48.99534883720934,430
2012-11-01,87.1511627906977,430
2012-12-01,81.09302325581395,430
2013-01-01,43.32558139534879,430
2013-02-01,43.544186046511626,430
2013-03-01,46.35116279069769,430
2013-04-01,39.1627906976744,430
2013-05-01,48.423255813953475,430
2013-06-01,46.77906976744186,430
2013-07-01,46.20232558139536,430
2013-08-01,46.17906976744186,430
2013-09-01,43.741860465116304,430
2013-10-01,46.25581395348839,430
2013-11-01,61.81162790697674,430
2013-12-01,85.74651162790701,430
2014-01-01,46.70465116279072,430
2014-02-01,44.881395348837195,430
2014-03-01,60.6093023255814,430
2014-04-01,43.869767441860446,430
2014-05-01,47.1372093023256,430
2014-06-01,47.84186046511628,430
2014-07-01,48.4627906976744,430
2014-08-01,44.38139534883722,430
2014-09-01,48.35581395348837,430
2014-10-01,60.89069767441859,430
2014-11-01,65.76744186046515,430
2014-12-01,98.08837209302321,430
2015-01-01,43.74651162790699,430
2015-02-01,41.79069767441861,430
2015-03-01,43.94651162790696,430
2015-04-01,43.00697674418605,430
2015-05-01,44.306976744186045,430
2015-06-01,43.07209302325576,430
2015-07-01,37.953488372093005,430
2015-08-01,42.234883720930256,430
2015-09-01,44.23023255813949,430
2015-10-01,57.58604651162791,430
2015-11-01,63.934883720930294,430
2015-12-01,93.55581395348851,430
2016-01-01,38.82325581395349,430
2016-02-01,37.69069767441861,430
2016-03-01,36.23255813953487,430
2016-04-01,35.41162790697676,430
2016-05-01,35.99999999999999,430
2016-06-01,32.45116279069766,430
2016-07-01,31.799999999999976,430
2016-08-01,32.195348837209295,430
2016-09-01,35.22558139534881,430
2016-10-01,57.13023255813956,430
2016-11-01,60.15348837209304,430
2016-12-01,68.67441860465117,430
2017-01-01,38.16046511627907,430
2017-02-01,36.611627906976764,430
2017-03-01,36.67441860465113,430
2017-04-01,33.318604651162815,430
2017-05-01,41.395348837209276,430
2017-06-01,37.56976744186043,430
2017-07-01,59.45116279069767,430
2017-08-01,38.38837209302327,430
2017-09-01,48.183720930232575,430
2017-10-01,49.96279069767443,430
2017-11-01,55.96279069767441,430
2017-12-01,64.49302325581397,430
2018-01-01,37.15813953488373,430
2018-02-01,36.59069767441855,430
2018-03-01,36.91162790697673,430
2018-04-01,36.68837209302324,430
2018-05-01,37.06511627906976,430
2018-06-01,32.78837209302328,430
2018-07-01,39.818604651162794,430
2018-08-01,41.3604651162791,430
2018-09-01,58.583720930232566,430
2018-10-01,63.0046511627907,430
2018-11-01,91.86046511627917,430
2018-12-01,77.04186046511632,430
2019-01-01,37.2116279069767,430
2019-02-01,38.92790697674417,430
2019-03-01,39.760465116279065,430
2019-04-01,36.65348837209307,430
2019-05-01,36.45813953488368,430
2019-06-01,36.92093023255815,430
2019-07-01,46.24186046511627,430
2019-08-01,37.09069767441861,430
