time,value,n
2006-01-01,1.7772277227722781,202
2006-02-01,1.5816831683168295,404
2006-03-01,1.9356435643564354,404
2006-04-01,2.9925742574257415,404
2006-05-01,3.202970297029701,404
2006-06-01,3.6188118811881216,404
2006-07-01,5.408415841584163,404
2006-08-01,3.9232673267326756,404
2006-09-01,4.4752475247524774,404
2006-10-01,4.1262376237623775,404
2006-11-01,4.002475247524754,404
2006-12-01,3.725247524752477,404
2007-01-01,5.484261501210656,413
2007-02-01,5.665876777251183,422
2007-03-01,8.028368794326244,423
2007-04-01,11.89622641509434,424
2007-05-01,13.079999999999997,425
2007-06-01,15.56338028169015,426
2007-07-01,16.440281030444975,427
2007-08-01,17.6658878504673,428
2007-09-01,15.16083916083917,429
2007-10-01,15.195348837209293,430
2007-11-01,15.276102088167056,431
2007-12-01,16.259259259259245,432
2008-01-01,16.273148148148156,432
2008-02-01,19.729166666666643,432
2008-03-01,20.43981481481483,432
2008-04-01,22.67592592592592,432
2008-05-01,29.24537037037037,432
2008-06-01,29.004629629629623,432
2008-07-01,30.465277777777757,432
2008-08-01,30.254629629629612,432
2008-09-01,24.59722222222222,432
2008-10-01,22.84722222222222,432
2008-11-01,21.761574074074094,432
2008-12-01,21.145833333333343,432
2009-01-01,22.868055555555546,432
2009-02-01,25.856481481481485,432
2009-03-01,25.92592592592593,432
2009-04-01,36.18287037037035,432
2009-05-01,35.13425925925926,432
2009-06-01,36.717592592592574,432
2009-07-01,45.87037037037036,432
2009-08-01,43.3634259259259,432
2009-09-01,39.717592592592595,432
2009-10-01,38.828703703703695,432
2009-11-01,37.92129629629627,432
2009-12-01,38.46064814814817,432
2010-01-01,43.45370370370371,432
2010-02-01,46.780092592592595,432
2010-03-01,50.02083333333335,432
2010-04-01,54.2222222222222,432
2010-05-01,52.053240740740755,432
2010-06-01,56.370370370370395,432
2010-07-01,63.26157407407409,432
2010-08-01,61.69907407407408,432
2010-09-01,52.98842592592593,432
2010-10-01,49.835648148148174,432
2010-11-01,53.960648148148174,432
2010-12-01,45.423611111111114,432
2011-01-01,51.08796296296296,432
2011-02-01,52.65277777777774,432
2011-03-01,51.72453703703704,432
2011-04-01,53.310185185185176,432
2011-05-01,54.328703703703695,432
2011-06-01,57.92824074074075,432
2011-07-01,65.83101851851858,432
2011-08-01,65.84027777777773,432
2011-09-01,59.49768518518521,432
2011-10-01,50.5462962962963,432
2011-11-01,47.75,432
2011-12-01,45.40972222222223,432
2012-01-01,47.06712962962964,432
2012-02-01,46.66666666666669,432
2012-03-01,49.78009259259261,432
2012-04-01,51.92129629629634,432
2012-05-01,52.66666666666669,432
2012-06-01,55.31250000000001,432
2012-07-01,62.77083333333332,432
2012-08-01,62.673611111111114,432
2012-09-01,56.52314814814817,432
2012-10-01,52.773148148148124,432
2012-11-01,49.10416666666665,432
2012-12-01,48.91203703703706,432
2013-01-01,49.61805555555556,432
2013-02-01,52.166666666666664,432
2013-03-01,52.46527777777774,432
2013-04-01,56.37037037037039,432
2013-05-01,58.35416666666668,432
2013-06-01,61.63888888888891,432
2013-07-01,73.3101851851852,432
2013-08-01,69.46759259259258,432
2013-09-01,58.47222222222222,432
2013-10-01,80.70370370370368,432
2013-11-01,75.21527777777773,432
2013-12-01,67.71759259259262,432
2014-01-01,79.03472222222219,432
2014-02-01,78.37037037037037,432
2014-03-01,84.47222222222223,432
2014-04-01,86.82407407407408,432
2014-05-01,84.46064814814814,432
2014-06-01,91.86805555555563,432
2014-07-01,98.74305555555563,432
2014-08-01,96.66666666666671,432
2014-09-01,83.28935185185185,432
2014-10-01,80.38888888888893,432
2014-11-01,68.15046296296295,432
2014-12-01,61.87268518518517,432
2015-01-01,69.8240740740741,432
2015-02-01,73.03472222222226,432
2015-03-01,77.09722222222227,432
2015-04-01,83.27777777777773,432
2015-05-01,82.71296296296299,432
2015-06-01,87.53240740740739,432
2015-07-01,97.24537037037038,432
2015-08-01,94.61805555555567,432
2015-09-01,77.34722222222219,432
2015-10-01,72.31481481481484,432
2015-11-01,63.45138888888891,432
2015-12-01,57.90972222222223,432
2016-01-01,52.918981481481474,432
2016-02-01,58.74768518518517,432
2016-03-01,59.324074074074076,432
2016-04-01,60.73148148148149,432
2016-05-01,64.88425925925928,432
2016-06-01,62.75925925925926,432
2016-07-01,73.72453703703702,432
2016-08-01,73.81018518518515,432
2016-09-01,61.439814814814795,432
2016-10-01,52.38657407407407,432
2016-11-01,48.73148148148151,432
2016-12-01,43.76620370370368,432
2017-01-01,48.66898148148147,432
2017-02-01,51.479166666666664,432
2017-03-01,55.94907407407407,432
2017-04-01,59.20370370370373,432
2017-05-01,61.8865740740741,432
2017-06-01,62.819444444444464,432
2017-07-01,74.85648148148145,432
2017-08-01,75.66435185185188,432
2017-09-01,67.67592592592592,432
2017-10-01,62.24074074074073,432
2017-11-01,55.87268518518516,432
2017-12-01,47.30092592592592,432
2018-01-01,60.643518518518526,432
2018-02-01,64.28240740740742,432
2018-03-01,62.27546296296298,432
2018-04-01,71.34027777777777,432
2018-05-01,74.23611111111101,432
2018-06-01,74.88425925925925,432
2018-07-01,83.27314814814818,432
2018-08-01,76.38194444444441,432
2018-09-01,65.03703703703702,432
2018-10-01,66.0162037037036,432
2018-11-01,58.82407407407408,432
2018-12-01,48.78703703703704,432
2019-01-01,60.04398148148146,432
2019-02-01,61.173611111111136,432
2019-03-01,61.60879629629631,432
2019-04-01,65.97222222222221,432
2019-05-01,63.11805555555557,432
2019-06-01,68.9166666666667,432
2019-07-01,78.88425925925922,432
2019-08-01,73.74305555555553,432
