time,value,n
2006-01-01,3.5873015873015874,126
2006-02-01,0.41666666666666663,252
2006-03-01,0,252
2006-04-01,0,252
2006-05-01,12.33730158730159,252
2006-06-01,6.253968253968254,252
2006-07-01,14.690476190476186,252
2006-08-01,13.071428571428575,252
2006-09-01,3.071428571428573,252
2006-10-01,3.634920634920635,252
2006-11-01,10.634920634920633,252
2006-12-01,5.825396825396826,252
2007-01-01,10.681992337164756,261
2007-02-01,7.044444444444446,270
2007-03-01,5.937269372693727,271
2007-04-01,4.654411764705883,272
2007-05-01,13.758241758241768,273
2007-06-01,11.149635036496354,274
2007-07-01,7.494545454545456,275
2007-08-01,5.771739130434784,276
2007-09-01,2.9638989169675103,277
2007-10-01,3.194244604316548,278
2007-11-01,6.566308243727597,279
2007-12-01,5.04285714285714,280
2008-01-01,6.525,280
2008-02-01,6.625000000000001,280
2008-03-01,4.246428571428572,280
2008-04-01,9.689285714285722,280
2008-05-01,8.342857142857143,280
2008-06-01,7.742857142857141,280
2008-07-01,3.1785714285714284,280
2008-08-01,3.9357142857142855,280
2008-09-01,2.6642857142857137,280
2008-10-01,4.725,280
2008-11-01,1.7892857142857144,280
2008-12-01,9.228571428571428,280
2009-01-01,6.764285714285715,280
2009-02-01,11.725,280
2009-03-01,3.2464285714285728,280
2009-04-01,0,280
2009-05-01,5.296428571428573,280
2009-06-01,9.385714285714284,280
2009-07-01,1.8857142857142857,280
2009-08-01,3.532142857142857,280
2009-09-01,3.4892857142857134,280
2009-10-01,6.692857142857147,280
2009-11-01,6.839285714285716,280
2009-12-01,2.4428571428571426,280
2010-01-01,9.432142857142859,280
2010-02-01,3.9714285714285724,280
2010-03-01,5.228571428571429,280
2010-04-01,8.4,280
2010-05-01,4.364285714285714,280
2010-06-01,5.0285714285714285,280
2010-07-01,7.028571428571429,280
2010-08-01,5.05,280
2010-09-01,0,280
2010-10-01,4.457142857142859,280
2010-11-01,11.067857142857129,280
2010-12-01,4.749999999999998,280
2011-01-01,3.4999999999999996,280
2011-02-01,7.46785714285714,280
2011-03-01,9.957142857142852,280
2011-04-01,4.032142857142856,280
2011-05-01,10.910714285714286,280
2011-06-01,11.503571428571425,280
2011-07-01,4.575,280
2011-08-01,2.803571428571427,280
2011-09-01,3.610714285714288,280
2011-10-01,4.285714285714285,280
2011-11-01,7.492857142857139,280
2011-12-01,5.499999999999998,280
2012-01-01,4.899999999999997,280
2012-02-01,10.603571428571419,280
2012-03-01,7.714285714285713,280
2012-04-01,6.135714285714286,280
2012-05-01,11.964285714285714,280
2012-06-01,10.649999999999995,280
2012-07-01,3.0785714285714287,280
2012-08-01,7.864285714285714,280
2012-09-01,4.246428571428571,280
2012-10-01,6.675,280
2012-11-01,6.528571428571428,280
2012-12-01,4.989285714285713,280
2013-01-01,6.103571428571429,280
2013-02-01,6.235714285714284,280
2013-03-01,8.17857142857143,280
2013-04-01,6.228571428571429,280
2013-05-01,7.724999999999993,280
2013-06-01,2.164285714285714,280
2013-07-01,1.039285714285713,280
2013-08-01,9.789285714285716,280
2013-09-01,8.689285714285717,280
2013-10-01,13.332142857142868,280
2013-11-01,17.94999999999999,280
2013-12-01,13.149999999999997,280
2014-01-01,12.539285714285713,280
2014-02-01,4.807142857142856,280
2014-03-01,7.585714285714281,280
2014-04-01,16.914285714285715,280
2014-05-01,12.48214285714286,280
2014-06-01,9.832142857142857,280
2014-07-01,12.589285714285708,280
2014-08-01,14.75714285714286,280
2014-09-01,12.525000000000007,280
2014-10-01,9.210714285714284,280
2014-11-01,9.585714285714282,280
2014-12-01,11.69642857142857,280
2015-01-01,16.64285714285714,280
2015-02-01,18.135714285714286,280
2015-03-01,17.767857142857146,280
2015-04-01,13.957142857142859,280
2015-05-01,15.42142857142857,280
2015-06-01,15.789285714285715,280
2015-07-01,12.51071428571429,280
2015-08-01,8.032142857142848,280
2015-09-01,12.128571428571423,280
2015-10-01,13.692857142857136,280
2015-11-01,15.089285714285728,280
2015-12-01,16.167857142857144,280
2016-01-01,24.31785714285715,280
2016-02-01,23.6392857142857,280
2016-03-01,27.367857142857122,280
2016-04-01,17.76428571428571,280
2016-05-01,14.192857142857129,280
2016-06-01,17.54285714285714,280
2016-07-01,20.557142857142864,280
2016-08-01,26.478571428571424,280
2016-09-01,22.992857142857147,280
2016-10-01,12.757142857142847,280
2016-11-01,20.367857142857122,280
2016-12-01,11.592857142857158,280
2017-01-01,12.45000000000001,280
2017-02-01,27.0107142857143,280
2017-03-01,25.075,280
2017-04-01,27.41071428571426,280
2017-05-01,26.046428571428567,280
2017-06-01,22.93214285714287,280
2017-07-01,14.625000000000012,280
2017-08-01,22.771428571428565,280
2017-09-01,22.44285714285715,280
2017-10-01,26.625000000000004,280
2017-11-01,31.574999999999992,280
2017-12-01,33.289285714285704,280
2018-01-01,40.67142857142857,280
2018-02-01,43.22499999999999,280
2018-03-01,46.26785714285714,280
2018-04-01,43.510714285714286,280
2018-05-01,31.514285714285716,280
2018-06-01,32.46785714285712,280
2018-07-01,39.76785714285714,280
2018-08-01,48.01785714285716,280
2018-09-01,38.3,280
2018-10-01,33.321428571428555,280
2018-11-01,29.610714285714284,280
2018-12-01,40.84285714285714,280
2019-01-01,40.357142857142854,280
2019-02-01,42.24642857142859,280
2019-03-01,41.86785714285713,280
2019-04-01,36.99285714285714,280
2019-05-01,43.88214285714283,280
2019-06-01,40.68214285714284,280
2019-07-01,42.37499999999997,280
2019-08-01,49.24999999999998,280
2019-09-01,59.80357142857145,280
2019-10-01,51.799999999999976,280
2019-11-01,60.9785714285714,280
