DATE,AUTLORSGPNOSTSAM
1997-07-01,99.1326584688485
1997-08-01,99.2450406323779
1997-09-01,99.3642961271384
1997-10-01,99.4806840115895
1997-11-01,99.5879748213237
1997-12-01,99.683314015577
1998-01-01,99.7676070673138
1998-02-01,99.8422229491416
1998-03-01,99.90637998751
1998-04-01,99.9551303292507
1998-05-01,99.9817358178383
1998-06-01,99.9810662243684
1998-07-01,99.9544985275004
1998-08-01,99.9076323491277
1998-09-01,99.8498171152436
1998-10-01,99.7951051621949
1998-11-01,99.7589346742486
1998-12-01,99.754626288385
1999-01-01,99.7885819433937
1999-02-01,99.8631537479505
1999-03-01,99.9767295958691
1999-04-01,100.120866552802
1999-05-01,100.283864659622
1999-06-01,100.452119080979
1999-07-01,100.61010916254
1999-08-01,100.744595507268
1999-09-01,100.849566785125
1999-10-01,100.932867642794
1999-11-01,101.006710512199
1999-12-01,101.079768848377
2000-01-01,101.150013914997
2000-02-01,101.210772612551
2000-03-01,101.257043210715
2000-04-01,101.292547390732
2000-05-01,101.325987711105
2000-06-01,101.368172257897
2000-07-01,101.42939786519
2000-08-01,101.513219811166
2000-09-01,101.608943782821
2000-10-01,101.68255916324
2000-11-01,101.693836424661
2000-12-01,101.615154083398
2001-01-01,101.454743714289
2001-02-01,101.238030231075
2001-03-01,100.99488946968
2001-04-01,100.751215322458
2001-05-01,100.527884246102
2001-06-01,100.339985696894
2001-07-01,100.194776979145
2001-08-01,100.095567540335
2001-09-01,100.042608286253
2001-10-01,100.030759701083
2001-11-01,100.052944019934
2001-12-01,100.100685963008
2002-01-01,100.162256397076
2002-02-01,100.224787678811
2002-03-01,100.275426945335
2002-04-01,100.302448650351
2002-05-01,100.294900284389
2002-06-01,100.243957460211
2002-07-01,100.146752864423
2002-08-01,100.006305285827
2002-09-01,99.8347289360119
2002-10-01,99.659472788163
2002-11-01,99.5095643941707
2002-12-01,99.402298500211
2003-01-01,99.3282187245613
2003-02-01,99.2663580568987
2003-03-01,99.1969005917039
2003-04-01,99.1128546212984
2003-05-01,99.0152300404606
2003-06-01,98.9092287511616
2003-07-01,98.8013739435437
2003-08-01,98.7003186503194
2003-09-01,98.6177307127491
2003-10-01,98.568639080592
2003-11-01,98.5667097350832
2003-12-01,98.6170777680721
2004-01-01,98.7056770052856
2004-02-01,98.811582777957
2004-03-01,98.9164460734881
2004-04-01,99.0125881253093
2004-05-01,99.0972026552114
2004-06-01,99.1670605337679
2004-07-01,99.2139288941829
2004-08-01,99.2283170786898
2004-09-01,99.2047741432182
2004-10-01,99.149391378449
2004-11-01,99.0748805632986
2004-12-01,98.9978751271754
2005-01-01,98.9375811954396
2005-02-01,98.9112753717515
2005-03-01,98.9286238381668
2005-04-01,98.9835369208915
2005-05-01,99.0637372740557
2005-06-01,99.1575331385058
2005-07-01,99.2587390935436
2005-08-01,99.3649707914613
2005-09-01,99.4753918709031
2005-10-01,99.5880867870474
2005-11-01,99.6999449292699
2005-12-01,99.806389626372
2006-01-01,99.9011890928988
2006-02-01,99.9801014954294
2006-03-01,100.045401746951
2006-04-01,100.111597255074
2006-05-01,100.196750498795
2006-06-01,100.313851319627
2006-07-01,100.460930667627
2006-08-01,100.628847137871
2006-09-01,100.80701879705
2006-10-01,100.987799932179
2006-11-01,101.166606408186
2006-12-01,101.342011574966
2007-01-01,101.516150884472
2007-02-01,101.691069782939
2007-03-01,101.865339771378
2007-04-01,102.030809196607
2007-05-01,102.177847310361
2007-06-01,102.301469546316
2007-07-01,102.409030845028
2007-08-01,102.51255415951
2007-09-01,102.62244909268
2007-10-01,102.7417844543
2007-11-01,102.869490872389
2007-12-01,103.003161116562
2008-01-01,103.141528114581
2008-02-01,103.27834554538
2008-03-01,103.39618059924
2008-04-01,103.460593006318
2008-05-01,103.428553525715
2008-06-01,103.261139648866
2008-07-01,102.943399363413
2008-08-01,102.475306701978
2008-09-01,101.873465593188
2008-10-01,101.183358097735
2008-11-01,100.459988335771
2008-12-01,99.7555390809227
2009-01-01,99.1102020273493
2009-02-01,98.5555248782764
2009-03-01,98.1137444865478
2009-04-01,97.7908122003561
2009-05-01,97.584442370728
2009-06-01,97.4834840389547
2009-07-01,97.4588657523191
2009-08-01,97.4774547846613
2009-09-01,97.5104058687726
2009-10-01,97.538504056988
2009-11-01,97.5541943750583
2009-12-01,97.5639608470353
2010-01-01,97.59155826033
2010-02-01,97.6655286248686
2010-03-01,97.8054393524495
2010-04-01,98.0046668026781
2010-05-01,98.2454126850325
2010-06-01,98.5093483553774
2010-07-01,98.7852785479512
2010-08-01,99.0667602480262
2010-09-01,99.3487766212862
2010-10-01,99.6239070724342
2010-11-01,99.883186040346
2010-12-01,100.117404633697
2011-01-01,100.319508147284
2011-02-01,100.484889134978
2011-03-01,100.613930949005
2011-04-01,100.717132621376
2011-05-01,100.806729738798
2011-06-01,100.890105275156
2011-07-01,100.964146353722
2011-08-01,101.021738999583
2011-09-01,101.058923527543
2011-10-01,101.083206110459
2011-11-01,101.104135214822
2011-12-01,101.124781678929
2012-01-01,101.133450637586
2012-02-01,101.113221196613
2012-03-01,101.052332749917
2012-04-01,100.956584699538
2012-05-01,100.839210601539
2012-06-01,100.713243331377
2012-07-01,100.585467631608
2012-08-01,100.457931429033
2012-09-01,100.329568847804
2012-10-01,100.197778531674
2012-11-01,100.061361719053
2012-12-01,99.9236573776807
2013-01-01,99.7959528603043
2013-02-01,99.6924577069997
2013-03-01,99.6245668042732
2013-04-01,99.5933709688617
2013-05-01,99.5945247034607
2013-06-01,99.6203674343104
2013-07-01,99.6596301982485
2013-08-01,99.7000339926887
2013-09-01,99.7298440921973
2013-10-01,99.7392617554104
2013-11-01,99.722687305871
2013-12-01,99.6823367973942
2014-01-01,99.6335872372147
2014-02-01,99.5940731127007
2014-03-01,99.5733209955363
2014-04-01,99.5616431916948
2014-05-01,99.5419041444923
2014-06-01,99.5004779263234
2014-07-01,99.4386328113551
2014-08-01,99.3653183897089
2014-09-01,99.2913085447288
2014-10-01,99.2240822351371
2014-11-01,99.1680769102174
2014-12-01,99.1243452891794
2015-01-01,99.089293225237
2015-02-01,99.0583652737286
2015-03-01,99.0289776402405
2015-04-01,99.0030319482921
2015-05-01,98.9842561102495
2015-06-01,98.9751969480743
2015-07-01,98.9735970215427
2015-08-01,98.9768402586428
2015-09-01,98.9857435949172
2015-10-01,99.0078926031367
2015-11-01,99.0507604316538
2015-12-01,99.1137893922563
2016-01-01,99.1788726611206
2016-02-01,99.2238728741061
2016-03-01,99.2359081244314
2016-04-01,99.2259670743662
2016-05-01,99.2164638474487
2016-06-01,99.2303209170179
2016-07-01,99.280035494194
2016-08-01,99.3702616601829
2016-09-01,99.4977615238215
2016-10-01,99.6483810219786
2016-11-01,99.8043454688702
2016-12-01,99.9499061316504
2017-01-01,100.076643573478
2017-02-01,100.180751797476
2017-03-01,100.261689839419
2017-04-01,100.322492556029
2017-05-01,100.367988589971
2017-06-01,100.404538607597
2017-07-01,100.440967574447
2017-08-01,100.487200128159
2017-09-01,100.553036905765
2017-10-01,100.646370507357
2017-11-01,100.771271512399
2017-12-01,100.924234568184
2018-01-01,101.088270415648
2018-02-01,101.242248480589
2018-03-01,101.369664355295
2018-04-01,101.468360422615
2018-05-01,101.545105586941
2018-06-01,101.61240285019
2018-07-01,101.687084687276
2018-08-01,101.784752936079
2018-09-01,101.913938942254
2018-10-01,102.068831226473
2018-11-01,102.235150528794
2018-12-01,102.394428051966
2019-01-01,102.5277519509
2019-02-01,102.619266813508
2019-03-01,102.661826660596
2019-04-01,102.665886161827
2019-05-01,102.644781553909
2019-06-01,102.603005329409
2019-07-01,102.5265887539
2019-08-01,102.390707025564
2019-09-01,102.170071108315
2019-10-01,101.853787245933
2019-11-01,101.44568584795
2019-12-01,100.971489490416
2020-01-01,100.492367256185
2020-02-01,100.073625016422
2020-03-01,96.1628874651898
2020-04-01,92.3093563566213
2020-05-01,88.4674161868431
2020-06-01,91.5413618806785
2020-07-01,94.7194340361037
2020-08-01,98.2867801867844
2020-09-01,97.8167990266457
2020-10-01,97.3966797852176
2020-11-01,96.5359904841035
2020-12-01,95.9331473753628
2021-01-01,95.1929960706108
2021-02-01,94.5772825811963
2021-03-01,95.8183328886254
2021-04-01,97.1286094901023
2021-05-01,98.5031935222631
