Periode;Jahr;Halbjahr;Quartal;Monat;Tag;Indikator;Einheit;Status;Produzent;Region / Geschäftspartner;Datentyp;Werte;Sortierkriterium des Indikators
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, Polen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;6,34;AB005C023
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, Rumänien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11,26;AB005C024
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, Kroatien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8,23;AB005C025
Monat;2009;1;2;06;;Renditen langfr. staatl. Schuldverschreibungen, Slowakische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,08;AB005C026
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweden;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,62;AB005C027
Monat;2009;1;2;06;;Renditen langfr. staatl. Schuldverschreibungen, Vereinigtes Königreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,52;AB005C028
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, Norwegen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,23;AB005C029
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweiz;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,48;AB005C030
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, USA;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,30;AB005C031
Monat;2009;1;2;06;;Renditen langfristiger staatlicher Schuldverschreibungen, Japan;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1,43;AB005C032
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Belgien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,92;AB005C000
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Zypern;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,60;AB005C001
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Deutschland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,34;AB005C002
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Griechenland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,89;AB005C003
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Irland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,45;AB005C004
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Spanien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,01;AB005C005
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Frankreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,73;AB005C006
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Italien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,37;AB005C007
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Luxemburg;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,46;AB005C008
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Malta;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,61;AB005C009
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Niederlande;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,76;AB005C010
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Österreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,04;AB005C011
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Portugal;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,25;AB005C012
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Slowenien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,33;AB005C013
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Finnland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,77;AB005C014
Monat;2009;2;3;07;;Rend. lf staatl. Schuldverschr., Euroraum - wechselnde Zusammensetzung;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,09;AB005C015
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Bulgarien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7,56;AB005C016
Monat;2009;2;3;07;;Renditen langfr. staatl. Schuldverschreibungen, Tschechische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,41;AB005C017
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Dänemark;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,74;AB005C018
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Lettland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12,75;AB005C020
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Litauen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14,50;AB005C021
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Ungarn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8,81;AB005C022
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Polen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;6,19;AB005C023
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Rumänien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11,46;AB005C024
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Kroatien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8,53;AB005C025
Monat;2009;2;3;07;;Renditen langfr. staatl. Schuldverschreibungen, Slowakische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,04;AB005C026
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweden;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,37;AB005C027
Monat;2009;2;3;07;;Renditen langfr. staatl. Schuldverschreibungen, Vereinigtes Königreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,55;AB005C028
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Norwegen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,05;AB005C029
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweiz;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,19;AB005C030
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, USA;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,72;AB005C031
Monat;2009;2;3;07;;Renditen langfristiger staatlicher Schuldverschreibungen, Japan;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1,47;AB005C032
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Belgien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,77;AB005C000
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Zypern;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,60;AB005C001
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Deutschland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,31;AB005C002
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Griechenland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,52;AB005C003
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Irland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,92;AB005C004
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Spanien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,79;AB005C005
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Frankreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,59;AB005C006
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Italien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,12;AB005C007
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Luxemburg;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,15;AB005C008
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Malta;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,51;AB005C009
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Niederlande;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,61;AB005C010
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Österreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,76;AB005C011
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Portugal;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,95;AB005C012
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Slowenien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,07;AB005C013
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Finnland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,63;AB005C014
Monat;2009;2;3;08;;Rend. lf staatl. Schuldverschr., Euroraum - wechselnde Zusammensetzung;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,89;AB005C015
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Bulgarien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7,77;AB005C016
Monat;2009;2;3;08;;Renditen langfr. staatl. Schuldverschreibungen, Tschechische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,09;AB005C017
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Dänemark;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,60;AB005C018
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Lettland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;12,81;AB005C020
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Litauen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14,50;AB005C021
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Ungarn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8,40;AB005C022
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Polen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;6,08;AB005C023
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Rumänien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11,46;AB005C024
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Kroatien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8,56;AB005C025
Monat;2009;2;3;08;;Renditen langfr. staatl. Schuldverschreibungen, Slowakische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,90;AB005C026
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweden;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,45;AB005C027
Monat;2009;2;3;08;;Renditen langfr. staatl. Schuldverschreibungen, Vereinigtes Königreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,45;AB005C028
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Norwegen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,17;AB005C029
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweiz;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,12;AB005C030
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, USA;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,56;AB005C031
Monat;2009;2;3;08;;Renditen langfristiger staatlicher Schuldverschreibungen, Japan;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1,35;AB005C032
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Belgien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,72;AB005C000
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Zypern;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,60;AB005C001
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Deutschland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,26;AB005C002
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Griechenland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,56;AB005C003
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Irland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,91;AB005C004
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Spanien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,81;AB005C005
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Frankreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,59;AB005C006
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Italien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,09;AB005C007
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Luxemburg;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,94;AB005C008
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Malta;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,49;AB005C009
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Niederlande;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,58;AB005C010
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Österreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,75;AB005C011
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Portugal;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,94;AB005C012
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Slowenien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,96;AB005C013
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Finnland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,62;AB005C014
Monat;2009;2;3;09;;Rend. lf staatl. Schuldverschr., Euroraum - wechselnde Zusammensetzung;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,87;AB005C015
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Bulgarien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7,45;AB005C016
Monat;2009;2;3;09;;Renditen langfr. staatl. Schuldverschreibungen, Tschechische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;5,01;AB005C017
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Dänemark;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,65;AB005C018
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Lettland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13,27;AB005C020
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Litauen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14,50;AB005C021
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Ungarn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7,91;AB005C022
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Polen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;6,17;AB005C023
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Rumänien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;11,00;AB005C024
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Kroatien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8,60;AB005C025
Monat;2009;2;3;09;;Renditen langfr. staatl. Schuldverschreibungen, Slowakische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,65;AB005C026
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweden;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,38;AB005C027
Monat;2009;2;3;09;;Renditen langfr. staatl. Schuldverschreibungen, Vereinigtes Königreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,42;AB005C028
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Norwegen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,17;AB005C029
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Schweiz;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;2,16;AB005C030
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, USA;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,59;AB005C031
Monat;2009;2;3;09;;Renditen langfristiger staatlicher Schuldverschreibungen, Japan;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;1,38;AB005C032
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Belgien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,68;AB005C000
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Zypern;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,60;AB005C001
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Deutschland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,21;AB005C002
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Griechenland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,57;AB005C003
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Irland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,77;AB005C004
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Spanien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,78;AB005C005
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Frankreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,56;AB005C006
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Italien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,10;AB005C007
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Luxemburg;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,85;AB005C008
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Malta;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,44;AB005C009
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Niederlande;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,53;AB005C010
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Österreich;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,65;AB005C011
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Portugal;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,85;AB005C012
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Slowenien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,86;AB005C013
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Finnland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,57;AB005C014
Monat;2009;2;4;10;;Rend. lf staatl. Schuldverschr., Euroraum - wechselnde Zusammensetzung;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,80;AB005C015
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Bulgarien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7,08;AB005C016
Monat;2009;2;4;10;;Renditen langfr. staatl. Schuldverschreibungen, Tschechische Republik;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;4,50;AB005C017
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Dänemark;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;3,60;AB005C018
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Lettland;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;13,51;AB005C020
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Litauen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;14,50;AB005C021
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Ungarn;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;7,45;AB005C022
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Polen;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;6,15;AB005C023
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Rumänien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;9,13;AB005C024
Monat;2009;2;4;10;;Renditen langfristiger staatlicher Schuldverschreibungen, Kroatien;Prozent;Weder saisonal noch um Arbeitstage bereinigt;Österreich;Insgesamt;Standard, in Einheiten;8,64;AB005C025
